2,3,4,True,False
0,0,0,16005,2139460
1,0,0,1123,69580
10,45,120,0,13
7,21,35,1,15
5,10,10,1,88
2,1,0,62,3653
3,3,1,25,892
4,3,1,3,44
4,6,4,7,176
5,6,4,0,7
6,10,10,0,5
3,1,0,4,207
2,0,0,60,2287
6,15,20,0,9
5,4,1,0,3
6,7,4,0,2
3,0,0,1,52
-1,0,0,0,0
4,2,0,1,7
5,3,1,0,1
4,1,0,0,8
-2,0,0,0,0
0,1,0,0,0
1,1,0,0,0
6,6,4,0,1
4,0,0,0,1
3,2,0,0,10
5,2,0,0,0
5,1,0,0,0
4,10,10,0,0
2,3,1,0,0
-2,-1,0,0,0
-1,-1,0,0,0
4,4,1,0,1
5,5,1,0,0
0,-1,0,0,0
1,-1,0,0,0
6,4,1,0,0
6,2,0,0,0
-3,-1,0,0,0
0,2,1,0,0
-1,-2,0,0,0
4,3,0,0,0
-4,-2,0,0,0
6,3,0,0,0
2,2,1,0,0
-3,0,0,0,0
-4,0,0,0,0
-1,1,0,0,0
-2,1,0,0,0
1,2,0,0,0
0,2,0,0,0
2,2,0,0,0
6,1,0,0,0
