2,3,True,False
0,0,12549,1959389
1,0,1812,141989
9,36,0,14
7,21,4,225
6,15,10,664
5,10,21,980
2,1,137,8955
4,6,33,1998
5,6,5,107
6,10,2,64
4,3,6,375
3,3,59,4123
2,0,192,10521
8,21,0,8
3,1,26,1187
8,28,0,12
6,4,0,8
5,2,0,6
4,1,2,98
5,4,1,59
4,2,2,98
6,7,1,18
7,9,0,12
6,6,0,31
8,13,0,1
7,10,0,5
7,15,4,24
1,1,0,0
-1,0,0,0
8,16,1,0
3,0,22,708
8,15,0,1
5,3,0,43
-2,0,0,0
3,2,2,89
4,0,0,58
4,4,0,6
7,11,0,4
5,0,0,16
7,6,0,1
6,3,0,8
7,5,1,0
5,1,1,20
8,12,0,2
0,1,0,0
10,21,0,1
11,21,0,1
10,18,0,0
8,9,0,6
7,7,0,2
9,12,0,1
6,1,0,0
3,6,0,0
2,3,0,0
2,2,0,0
5,7,2,3
4,7,0,0
6,9,0,1
5,8,0,0
2,4,0,0
-1,1,0,0
1,2,0,0
-2,-1,0,0
4,5,0,12
1,3,0,0
1,-1,0,0
-4,-2,0,0
5,5,0,0
0,-1,0,0
-1,-2,0,0
6,2,0,0
-2,-2,0,0
-3,0,0,0
