2,3,True,False
0,0,13629,2017531
1,0,1680,121754
11,55,0,24
9,36,2,52
2,1,142,9574
10,36,0,2
6,15,6,212
7,15,2,16
6,10,2,37
5,10,12,600
5,6,1,66
4,6,17,995
3,3,34,2814
4,3,9,241
3,1,18,918
2,0,142,7298
9,18,0,3
8,16,0,1
7,9,0,7
5,4,0,28
6,7,0,6
4,2,2,62
6,6,0,7
8,13,0,3
7,11,0,3
3,0,15,384
7,10,0,1
4,1,3,76
5,3,0,10
-1,0,0,0
0,1,0,0
1,1,0,0
8,21,0,3
7,21,0,29
4,0,1,15
5,1,0,4
3,2,2,43
5,2,0,4
-2,0,0,0
5,0,0,1
6,4,0,1
6,3,0,0
7,3,0,4
6,1,0,2
4,4,0,3
2,3,0,0
5,7,0,0
2,5,0,0
3,4,0,0
5,5,0,4
-1,-1,0,0
2,2,0,0
4,5,1,1
7,6,0,0
6,2,0,1
0,-1,0,0
0,2,0,0
1,2,0,0
7,5,0,0
-1,-2,0,0
-4,-2,0,0
-2,-1,0,0
1,-1,0,0
-1,1,0,0
