2,3,True,False
0,0,6287,1464007
1,0,1813,243854
11,55,4,559
10,45,7,861
2,1,181,24905
9,36,18,1077
8,28,7,1435
2,0,409,39308
12,66,3,256
3,3,37,6277
13,78,0,78
6,15,9,1559
7,21,13,1189
13,66,0,5
12,55,1,12
3,0,85,7014
18,76,0,5
17,66,0,7
16,57,0,2
3,2,7,414
15,51,1,6
16,60,0,6
3,1,71,7189
14,46,1,10
5,10,15,2066
13,38,0,1
9,28,2,110
14,43,0,0
10,36,2,51
13,55,1,5
17,70,1,0
4,2,8,642
11,45,1,48
11,36,0,52
10,28,0,19
8,21,0,79
14,78,0,2
5,3,4,395
7,6,1,52
6,6,4,138
1,1,0,0
4,6,24,2370
12,45,1,41
4,3,17,1143
6,4,1,97
4,1,24,1602
5,2,5,286
9,21,1,11
4,0,12,1156
5,6,7,432
6,10,5,404
6,5,2,20
6,1,3,69
5,4,0,209
7,11,1,72
6,7,2,72
5,1,8,641
7,15,0,144
9,7,0,28
10,11,0,7
11,16,0,0
12,17,1,0
6,2,0,57
2,3,0,0
7,9,0,26
8,4,1,12
7,0,0,5
7,3,0,69
8,3,0,0
9,4,0,1
6,0,1,4
12,34,0,8
5,0,3,156
11,27,1,15
11,31,0,28
10,8,1,1
10,29,0,19
9,22,0,6
10,24,0,14
-1,0,0,0
6,3,0,103
4,4,1,150
7,4,0,25
11,37,0,7
7,2,0,5
12,46,0,3
8,16,0,30
9,18,0,8
8,13,0,4
10,21,0,8
13,42,0,1
8,15,1,16
12,31,0,2
13,31,0,2
12,25,0,9
13,30,0,2
11,20,0,16
10,16,0,53
9,13,1,14
8,9,0,8
9,12,0,7
8,6,0,33
9,10,0,28
10,10,0,10
11,10,0,6
11,15,0,1
8,10,0,29
9,15,1,7
11,21,0,0
10,15,0,9
7,10,2,66
8,7,0,35
8,12,0,1
9,16,0,33
9,11,1,52
10,18,0,7
8,11,1,22
11,22,0,2
10,22,0,2
10,23,0,6
9,17,0,1
7,7,3,28
10,13,0,5
9,9,0,2
6,11,0,9
5,7,0,42
10,17,0,1
10,12,0,0
1,3,0,0
-2,0,0,0
3,4,0,0
-2,-1,0,0
-1,-1,0,0
3,5,0,0
7,5,0,18
5,8,2,40
1,2,0,0
4,5,0,28
0,1,0,0
5,5,1,19
2,2,0,0
6,9,0,7
6,12,0,17
8,8,1,3
7,13,0,0
6,8,0,6
7,1,0,4
-1,1,0,0
1,-1,0,0
-3,0,0,0
