2,3,4,True,False
0,0,0,13552,2016070
1,0,0,1681,122891
2,0,0,141,7362
11,55,165,0,12
10,45,120,0,13
8,28,56,3,56
9,28,56,0,1
7,21,35,1,172
8,21,35,0,3
6,15,20,10,346
7,15,20,1,20
2,1,0,119,9386
6,10,10,3,36
5,10,10,16,469
5,6,4,3,65
4,6,4,16,1063
3,3,1,28,2462
4,3,1,6,182
7,9,5,0,4
6,6,2,0,9
3,0,0,17,466
3,1,0,16,1032
7,11,10,0,1
5,4,1,1,42
4,2,0,3,63
-1,0,0,0,0
4,1,0,1,85
6,6,4,0,13
7,10,10,0,2
1,1,0,0,0
-2,0,0,0,0
4,0,0,2,43
5,0,0,0,2
6,7,4,0,24
5,3,1,0,10
3,2,0,2,52
0,1,0,0,0
7,7,4,0,1
5,1,0,0,4
6,1,0,0,3
2,2,0,0,0
2,3,1,0,0
3,6,4,0,0
5,2,0,0,3
6,4,1,0,1
4,4,1,0,4
-2,-1,0,0,0
4,3,0,1,1
5,6,2,0,1
4,5,2,1,0
1,2,1,0,0
5,3,0,0,0
2,2,1,0,0
6,2,0,0,0
-1,-1,0,0,0
-4,-2,0,0,0
5,5,1,0,0
0,-1,0,0,0
-1,-2,0,0,0
