2,3,4,True,False
0,0,0,13412,2003964
1,0,0,1681,127719
11,55,165,0,12
8,21,35,0,1
7,21,35,0,47
5,10,10,11,536
6,15,20,5,240
2,1,0,127,9032
4,6,4,25,1379
2,0,0,166,7913
5,6,4,3,77
6,10,10,3,25
7,15,20,1,8
3,3,1,44,3049
4,3,1,11,265
3,1,0,18,937
3,0,0,16,468
6,4,1,0,3
5,4,1,1,47
4,2,0,2,72
5,3,1,0,24
4,1,0,6,127
-1,0,0,0,0
6,7,4,0,10
6,6,4,0,2
5,2,0,0,7
1,1,0,0,0
0,1,0,0,0
5,1,0,0,8
-2,0,0,0,0
4,0,0,2,36
3,2,0,2,61
4,3,0,0,4
6,6,2,0,8
7,11,10,0,1
7,9,5,0,1
8,12,8,0,3
7,7,4,0,1
7,10,10,0,2
7,6,2,0,1
4,4,1,1,0
5,5,1,0,3
7,5,1,0,0
5,5,2,0,2
6,3,1,0,3
-2,-1,0,0,0
1,-1,0,0,0
-1,-1,0,0,0
2,2,1,0,0
4,5,2,1,4
5,6,2,0,0
6,8,4,0,1
3,2,1,0,0
6,2,0,0,4
7,3,0,0,1
7,2,0,0,3
0,-1,0,0,0
5,3,0,0,1
2,3,1,0,0
3,4,1,0,0
-1,-2,0,0,0
6,3,0,0,0
-4,-2,0,0,0
2,2,0,0,0
