2,3,True,False
0,0,14000,2038648
1,0,1629,114800
11,55,0,24
10,45,1,25
9,36,1,27
2,1,124,8109
8,28,0,15
4,6,21,757
3,3,27,2113
4,3,7,171
5,6,1,46
2,0,131,6347
3,1,15,791
5,10,5,309
6,10,1,22
7,15,1,5
6,15,1,82
7,21,0,18
6,7,1,4
7,9,0,0
8,13,0,2
7,11,0,2
5,4,0,23
4,2,1,50
4,1,1,54
-1,0,0,0
5,3,0,15
3,0,8,280
6,6,0,3
3,2,1,43
1,1,0,0
2,2,0,0
4,0,2,10
0,1,0,0
8,11,0,1
7,10,0,0
5,1,0,5
4,10,0,0
3,6,0,0
5,2,0,10
2,3,0,0
-2,0,0,0
1,-1,0,0
4,4,0,5
6,4,0,0
0,-1,0,0
5,7,0,0
6,2,0,1
1,2,0,0
-2,-1,0,0
4,5,0,1
3,5,0,0
7,4,0,0
-4,-2,0,0
5,9,0,0
-1,-1,0,0
3,4,0,0
