2,3,4,True,False
0,0,0,16605,2163098
1,0,0,917,58285
11,55,165,0,12
4,6,4,2,103
2,1,0,50,2719
3,3,1,15,733
3,1,0,5,142
2,0,0,40,1551
6,15,20,0,8
6,7,4,0,1
4,2,0,0,4
6,4,1,0,1
4,1,0,0,2
3,0,0,2,39
4,3,1,1,39
-1,0,0,0,0
1,1,0,0,0
5,6,4,0,1
5,4,1,0,0
4,0,0,0,2
5,3,1,0,1
6,3,1,0,0
5,1,0,0,1
0,1,0,0,0
-2,0,0,0,0
3,2,0,0,0
4,3,0,0,1
2,3,1,0,0
-2,-1,0,0,0
1,2,1,0,0
4,4,1,0,0
6,5,1,0,0
5,5,1,0,0
-1,-1,0,0,0
0,2,1,0,0
-3,-1,0,0,0
5,3,0,0,0
-3,0,0,0,0
-4,-2,0,0,0
6,3,0,0,0
5,0,0,0,0
-5,-2,0,0,0
7,3,0,0,0
5,2,0,0,0
-4,0,0,0,0
-2,1,0,0,0
-1,1,0,0,0
6,1,0,0,0
0,-1,0,0,0
