2,3,4,True,False
0,0,0,15042,2091968
1,0,0,1374,91481
11,55,165,0,12
5,10,10,6,211
2,1,0,95,5560
6,15,20,0,28
4,6,4,12,543
3,3,1,35,1657
4,3,1,3,110
3,1,0,8,464
5,6,4,1,23
6,10,10,0,6
2,0,0,95,3897
4,2,0,0,16
5,4,1,0,9
3,0,0,3,162
1,1,0,0,0
-1,0,0,0,0
4,1,0,0,26
6,6,2,1,0
5,3,1,0,5
6,6,4,0,3
-2,0,0,0,0
4,0,0,0,3
5,1,0,0,1
6,7,4,0,2
3,2,0,1,14
2,3,1,0,0
4,4,1,0,8
0,1,0,0,0
-2,-1,0,0,0
-1,-1,0,0,0
5,2,0,0,1
6,4,1,0,0
5,5,1,0,2
6,7,2,0,1
5,6,2,0,1
4,6,2,0,0
3,4,1,0,0
0,-1,0,0,0
1,2,1,0,0
6,2,0,0,0
4,5,2,0,1
-4,-2,0,0,0
2,2,1,0,0
-1,-2,0,0,0
