2,3,4,True,False
0,0,0,16061,2141217
1,0,0,1116,68573
11,55,165,0,12
8,28,56,0,15
7,21,35,0,16
2,1,0,73,3976
5,10,10,1,70
4,6,4,4,294
3,3,1,20,801
3,1,0,8,237
4,3,1,1,56
5,6,4,0,7
2,0,0,49,2254
6,15,20,0,11
5,4,1,0,6
6,7,4,0,0
4,2,0,1,9
5,3,1,0,2
3,0,0,0,66
-1,0,0,0,0
4,1,0,0,9
6,10,10,0,3
7,10,10,0,0
-2,0,0,0,0
0,1,0,0,0
1,1,0,0,0
4,0,0,0,7
5,1,0,0,1
6,6,2,0,1
6,4,1,0,0
5,0,0,0,1
3,2,0,0,4
6,11,10,0,0
4,4,1,0,2
2,2,0,0,0
2,3,1,0,0
-1,-1,0,0,0
0,-1,0,0,0
1,-1,0,0,0
2,2,1,0,0
1,2,1,0,0
-2,-1,0,0,0
-4,-2,0,0,0
1,1,1,0,0
4,3,0,0,0
-1,-2,0,0,0
6,3,0,0,0
