2,3,True,False
0,0,12142,1935568
1,0,1909,152202
2,0,219,11753
11,55,0,12
10,45,0,26
8,28,3,217
7,21,10,323
6,15,7,447
4,6,18,1535
5,6,3,150
3,3,48,3470
2,1,144,11262
4,3,6,362
7,15,0,14
9,28,0,5
8,21,2,16
3,0,18,886
5,10,16,808
4,2,0,102
6,10,0,60
5,4,2,58
5,3,0,27
7,9,0,9
8,12,0,3
9,16,0,0
8,13,0,5
4,1,6,150
3,1,26,1591
9,18,0,4
6,6,1,28
6,7,1,22
7,10,0,4
8,15,0,1
-1,0,0,0
1,1,0,0
4,0,3,54
3,2,2,48
5,2,2,5
5,1,0,14
7,11,0,11
6,1,0,1
6,3,0,2
7,4,1,0
0,1,0,0
9,13,0,0
8,11,0,2
7,7,0,1
8,9,0,1
7,6,0,0
7,3,0,1
6,4,0,0
2,3,0,0
3,6,0,0
4,4,1,14
2,2,0,0
5,7,0,1
-2,-1,0,0
4,5,1,2
1,2,0,0
-1,1,0,0
-2,1,0,0
0,2,0,0
5,5,0,2
-2,0,0,0
0,-1,0,0
-4,-2,0,0
-3,-2,0,0
1,-1,0,0
6,2,0,0
