2,3,True,False
0,0,17804,2215347
1,0,497,29198
10,45,0,13
2,1,17,1097
2,0,10,422
3,1,1,34
3,3,2,96
6,15,0,9
4,2,0,1
-1,0,0,0
3,0,0,6
-2,0,0,0
4,0,0,0
4,3,0,1
4,1,0,0
5,1,0,0
1,1,0,0
4,6,0,2
5,10,0,1
-2,-1,0,0
5,2,0,0
0,1,0,0
-3,-1,0,0
2,3,0,0
4,4,0,1
5,4,0,0
7,5,0,0
1,2,0,0
-4,-2,0,0
6,3,0,0
-3,0,0,0
