2,3,4,True,False
0,0,0,16109,2141405
1,0,0,1070,68953
10,45,120,0,13
6,10,10,0,1
5,10,10,0,40
2,1,0,61,3977
3,3,1,18,793
3,1,0,6,239
2,0,0,59,2177
4,6,4,3,107
5,6,4,0,5
3,0,0,2,60
6,15,20,0,9
6,7,4,0,1
4,2,0,0,5
4,3,1,1,35
5,4,1,0,2
-1,0,0,0,0
1,1,0,0,0
0,1,0,0,0
-2,0,0,0,0
5,3,1,0,2
4,1,0,0,11
3,2,0,0,12
5,1,0,0,1
6,6,4,0,1
4,0,0,0,3
5,2,0,0,0
0,-1,0,0,0
4,4,1,0,1
1,2,1,0,0
-1,-1,0,0,0
-2,-1,0,0,0
2,3,1,0,0
6,2,0,0,1
4,5,2,1,0
3,5,2,0,0
1,4,2,0,0
2,4,2,0,0
6,6,2,0,0
2,2,0,0,0
4,3,0,0,0
5,3,0,0,0
2,2,1,0,0
