2,3,4,True,False
0,0,0,14327,2057412
1,0,0,1557,106396
10,45,120,0,13
5,10,10,11,425
4,6,4,22,758
6,15,20,2,120
2,1,0,104,7801
2,0,0,140,5345
5,6,4,2,45
3,3,1,27,1645
4,3,1,5,141
3,1,0,13,687
7,15,20,0,5
6,10,10,1,14
7,11,10,0,4
5,4,1,0,13
4,2,0,0,27
8,16,20,0,1
6,7,4,0,6
-1,0,0,0,0
4,1,0,0,32
3,0,0,8,266
6,6,4,0,4
7,10,10,0,0
5,3,1,0,6
1,1,0,0,0
-2,0,0,0,0
3,2,0,1,32
4,0,0,0,18
5,1,0,1,2
6,3,1,0,4
2,2,0,0,0
0,1,0,0,0
6,6,2,0,1
6,4,1,0,1
5,2,0,0,2
0,-1,0,0,0
4,4,1,0,2
4,3,0,0,4
-2,-1,0,0,0
1,2,1,0,0
4,5,2,0,1
-3,-1,0,0,0
5,5,1,0,0
7,5,1,0,0
5,3,0,0,0
-1,-1,0,0,0
0,-2,0,0,0
1,-1,0,0,0
-3,-2,0,0,0
-4,-2,0,0,0
6,2,0,0,0
-1,-2,0,0,0
1,1,1,0,0
2,2,1,0,0
