2,3,True,False
0,0,139873,20150373
1,0,31750,2115766
2,1,4358,240191
4,6,623,36120
1,1,0,0
3,3,1256,74973
3,1,1583,57354
2,0,5999,256610
-1,0,0,0
6,15,238,11704
4,2,182,5069
3,2,176,4014
4,3,399,14347
4,4,62,1643
-2,-1,0,0
5,10,370,22800
5,4,98,2586
0,-1,0,0
1,2,0,0
5,8,23,351
7,9,11,386
4,5,24,537
8,16,7,288
7,21,91,4703
5,5,24,323
2,3,0,0
4,14,0,0
-1,-1,0,0
8,28,80,4323
1,3,0,0
6,13,10,109
9,36,38,2009
13,78,4,333
20,99,0,0
2,7,0,0
6,7,41,1098
3,0,1010,34315
7,35,0,0
6,35,0,0
4,1,430,11901
10,37,1,21
0,-2,0,0
1,-2,0,0
-1,-2,0,0
-3,-3,0,0
11,37,1,42
-2,-3,0,0
-4,-2,0,0
5,3,115,2821
-1,1,0,0
2,4,0,0
4,10,0,0
83,3403,1,107
84,3403,0,1
5,7,36,545
6,4,40,863
9,9,3,35
6,6,53,1420
17,120,0,7
2,5,0,0
3,6,0,0
16,120,4,166
20,126,1,0
5,6,176,5830
18,121,1,0
15,120,0,0
0,2,0,0
6,3,28,658
-3,-1,0,0
4,0,199,4731
7,7,16,367
11,55,19,882
12,55,3,59
10,55,0,0
8,4,5,44
2,2,0,0
6,10,88,3250
7,15,60,1549
7,11,22,611
6,11,15,252
8,13,8,228
9,16,2,179
7,10,23,535
5,2,75,1880
8,11,6,185
12,66,11,563
13,66,6,34
14,67,0,15
14,69,0,3
15,69,0,7
13,67,0,4
3,4,0,0
6,2,25,490
9,5,2,15
11,66,0,0
6,21,0,0
9,22,3,103
8,21,26,577
-3,1,0,0
-6,-2,0,0
-2,0,0,0
0,1,0,0
11,45,7,129
10,45,27,1292
9,45,0,0
12,46,3,16
11,46,1,10
5,15,0,0
2,9,0,0
3,9,0,0
7,13,6,103
10,22,0,44
4,9,0,0
10,36,5,238
8,36,0,0
12,37,1,22
11,39,2,13
12,39,1,14
14,56,0,8
13,56,1,11
13,55,1,5
6,9,11,208
14,58,0,12
5,13,0,0
1,7,0,0
10,24,0,40
8,22,3,69
10,29,3,77
9,28,11,458
8,18,0,45
4,7,0,0
6,8,9,181
7,28,0,0
11,29,1,21
6,12,4,111
13,38,0,4
9,15,1,54
7,14,2,48
4,11,0,0
14,38,1,3
9,29,2,36
6,5,17,207
7,16,7,103
11,25,1,26
9,17,3,22
8,15,18,254
9,18,2,107
10,21,2,71
13,24,0,2
10,17,1,22
-3,-2,0,0
5,11,0,0
7,12,4,93
8,12,5,131
-5,-2,0,0
10,18,0,26
-4,-1,0,0
3,5,0,0
7,6,19,316
1,-1,0,0
3,12,0,0
7,18,7,50
5,14,0,0
9,19,3,16
6,20,0,0
8,19,2,30
5,16,0,0
9,21,3,104
7,19,3,59
7,17,3,67
5,0,28,678
13,48,0,9
12,47,0,3
5,1,99,2242
12,45,1,29
3,10,0,0
8,9,0,90
-1,-3,0,0
12,30,0,14
16,79,0,3
11,77,0,0
19,93,0,1
12,78,0,0
14,78,0,31
14,80,0,1
14,76,0,0
13,80,0,0
17,82,0,2
16,81,0,2
15,81,0,1
16,90,0,2
15,79,0,8
17,84,0,1
12,76,0,0
8,20,2,36
11,23,2,14
13,68,1,1
11,65,0,0
2,6,0,0
12,65,1,4
14,66,1,5
10,28,5,77
11,31,1,36
10,46,0,0
13,46,0,11
15,55,0,1
13,47,0,0
7,8,3,101
-3,0,0,0
9,11,4,45
9,12,2,63
17,70,0,0
7,5,5,105
4,8,0,0
16,70,0,0
7,4,12,237
8,5,8,41
2,10,0,0
1,10,0,0
15,78,0,4
9,13,2,71
9,14,0,22
6,0,3,98
-1,2,0,0
5,12,0,0
8,10,4,102
0,-9,0,0
10,30,0,10
8,7,8,114
11,30,0,16
4,15,0,0
3,14,0,0
11,21,1,14
6,16,0,0
10,16,2,50
11,16,1,10
11,19,0,9
13,29,0,5
13,32,1,3
12,29,0,6
15,43,0,7
13,30,0,6
98,4753,0,70
20,190,2,140
21,190,1,7
22,191,0,2
24,204,0,1
22,195,0,0
10,33,0,16
11,15,0,8
11,34,1,9
12,19,0,2
14,20,0,0
12,38,0,7
10,13,0,22
10,19,1,12
14,91,0,15
13,43,0,3
8,14,0,31
-5,-3,0,0
14,51,0,9
-1,-5,0,0
13,45,0,3
13,33,0,3
14,48,0,0
8,23,2,31
7,20,5,34
3,15,0,0
11,24,0,19
11,27,0,20
1,5,0,0
9,24,0,27
8,2,1,31
-5,-10,0,0
7,2,10,97
12,31,0,29
1,6,0,0
-1,6,0,0
0,6,0,0
0,-3,0,0
-2,-6,0,0
8,6,8,78
10,12,4,20
10,2,0,0
9,2,2,4
4,12,0,0
0,3,0,0
-1,3,0,0
-5,1,0,0
-4,1,0,0
-2,1,0,0
10,9,2,6
12,27,0,7
5,20,0,0
5,9,5,140
10,27,1,15
8,8,4,56
7,3,12,144
9,7,0,36
8,3,0,29
14,43,0,13
-1,-6,0,0
0,4,0,0
12,34,0,11
9,10,3,36
10,8,0,6
9,23,1,27
5,21,0,0
7,22,0,0
10,14,0,14
2,12,0,0
6,18,0,0
11,28,1,14
14,33,0,2
9,27,2,10
12,32,1,2
4,21,0,0
8,26,1,8
8,27,1,5
3,11,0,0
1,8,0,0
-4,-11,0,0
11,13,1,7
-3,-5,0,0
7,24,0,0
6,24,0,0
1,4,0,0
2,-1,0,0
-4,-6,0,0
-2,-5,0,0
12,18,0,1
3,7,0,0
11,12,0,3
10,11,1,5
7,23,0,0
3,17,0,0
2,17,0,0
4,18,0,0
3,18,0,0
12,25,0,8
11,20,0,12
10,20,3,44
5,18,0,0
12,28,0,11
11,33,2,3
9,25,2,14
8,24,2,40
12,36,0,13
11,17,0,15
12,17,1,3
10,6,1,7
6,1,23,393
1,-3,0,0
-4,-3,0,0
6,19,0,0
-2,-2,0,0
3,8,0,0
15,32,0,0
7,1,2,73
10,23,0,20
13,31,0,5
8,1,1,12
12,22,0,5
11,22,1,16
-2,4,0,0
-1,4,0,0
12,21,0,5
17,31,0,0
15,30,0,0
13,22,0,0
14,22,0,0
10,10,0,9
15,23,0,0
-2,5,0,0
-1,5,0,0
2,-2,0,0
9,4,1,15
11,6,0,1
15,105,1,35
6,14,5,62
9,8,2,20
12,24,0,2
-3,-9,0,0
10,31,0,6
12,56,0,1
13,58,0,3
7,45,0,0
-5,-4,0,0
3,-1,0,0
0,5,0,0
8,17,3,39
13,36,0,10
10,3,0,2
9,3,1,3
11,10,0,4
-5,-5,0,0
-7,-6,0,0
6,17,0,0
9,20,2,16
12,23,1,4
-3,-6,0,0
12,20,0,5
13,23,0,0
-5,0,0,0
-4,0,0,0
10,5,0,4
12,14,0,4
15,17,0,0
13,8,0,0
12,13,0,2
13,16,0,1
11,7,0,2
14,18,0,0
10,7,2,8
11,14,0,5
13,13,0,1
14,30,0,2
15,47,0,1
13,44,0,0
14,46,0,4
16,47,0,0
14,44,0,0
16,49,0,1
14,42,0,7
18,52,0,0
20,55,0,0
16,41,0,0
16,45,0,0
14,40,1,1
12,35,0,3
10,25,0,15
14,36,0,2
4,13,0,0
-2,2,0,0
2,8,0,0
12,10,0,0
13,10,0,0
11,9,0,2
10,15,2,18
5,17,0,0
-4,-4,0,0
-7,-4,0,0
9,6,1,19
-10,-7,0,0
-8,-3,0,0
-7,-3,0,0
-9,-7,0,0
-6,-5,0,0
-3,-4,0,0
-4,-5,0,0
12,15,0,4
13,14,0,0
13,11,1,0
16,17,0,0
11,11,0,1
15,16,0,0
14,16,0,0
4,-1,0,0
-6,0,0,0
15,33,0,0
7,0,0,13
-4,-8,0,0
-6,-9,0,0
4,17,0,0
2,16,0,0
3,16,0,0
12,11,0,1
16,60,0,0
17,60,0,0
14,24,1,1
13,26,0,4
-1,-4,0,0
12,16,0,1
14,19,0,0
13,19,0,3
0,-5,0,0
7,52,0,0
9,53,0,0
-2,-8,0,0
-5,-6,0,0
-7,-7,0,0
-9,-10,0,0
-8,-10,0,0
-6,-12,0,0
-6,-4,0,0
10,53,0,0
8,52,0,0
15,61,0,2
16,61,0,0
-1,7,0,0
9,52,0,0
15,27,0,0
14,26,0,2
15,26,0,0
18,29,0,0
17,29,0,0
13,25,0,2
15,58,0,2
14,25,0,1
-5,-7,0,0
-10,-11,0,0
-7,-8,0,0
-4,-7,0,0
-7,-10,0,0
-3,-7,0,0
0,-4,0,0
11,36,2,36
12,9,0,0
13,39,0,3
8,0,0,0
13,42,1,29
12,42,0,6
7,36,0,0
10,39,3,5
11,38,0,5
7,27,0,0
15,49,0,0
6,28,0,0
14,49,0,2
6,23,0,0
4,22,0,0
5,22,0,0
8,25,3,22
7,25,0,0
9,26,2,12
15,41,0,1
13,40,0,4
13,34,0,2
15,40,0,0
6,22,0,0
12,26,0,0
6,27,0,0
3,21,0,0
2,21,0,0
-2,-7,0,0
11,8,0,1
14,29,0,0
11,47,1,4
4,19,0,0
3,19,0,0
5,19,0,0
15,56,0,2
14,55,0,4
5,24,0,0
2,18,0,0
-8,-13,0,0
-12,-19,0,0
-7,-9,0,0
0,8,0,0
17,39,0,0
4,16,0,0
20,42,0,0
16,36,0,0
14,35,0,1
17,38,0,0
18,36,0,0
16,35,0,0
-3,-14,0,0
2,14,0,0
-5,-11,0,0
-7,-14,0,0
-4,-10,0,0
1,12,0,0
16,44,0,1
-2,-10,0,0
0,-6,0,0
1,-5,0,0
13,37,0,4
-4,-15,0,0
-2,-4,0,0
13,21,0,1
-6,-3,0,0
-7,-2,0,0
12,6,0,0
13,20,0,0
14,23,0,1
-6,-7,0,0
-6,-1,0,0
-9,-4,0,0
13,17,1,0
16,20,0,0
13,18,0,2
-2,-12,0,0
1,9,0,0
12,12,1,2
14,13,0,1
-5,-8,0,0
-8,-11,0,0
3,-2,0,0
-6,-10,0,0
5,-1,0,0
-4,-9,0,0
-5,-9,0,0
9,37,0,0
3,13,0,0
1,11,0,0
16,51,0,0
15,51,0,3
21,66,0,0
0,7,0,0
-7,-5,0,0
12,8,0,1
11,18,0,9
1,-4,0,0
11,26,0,9
13,28,0,2
-3,-8,0,0
-3,5,0,0
1,15,0,0
-1,14,0,0
0,15,0,0
-8,-7,0,0
17,136,3,8
2,-3,0,0
4,-2,0,0
-6,-6,0,0
12,7,0,0
9,35,0,7
10,38,0,17
-6,-11,0,0
0,10,0,0
-1,10,0,0
2,11,0,0
2,13,0,0
0,12,0,0
-5,-1,0,0
13,27,0,1
-8,-12,0,0
-4,2,0,0
-2,3,0,0
12,48,0,3
0,9,0,0
15,22,0,0
9,43,0,0
7,42,0,0
8,42,0,0
-3,2,0,0
-1,-11,0,0
13,12,0,2
-3,6,0,0
-6,-8,0,0
-8,-9,0,0
-8,-8,0,0
-6,1,0,0
-9,-2,0,0
-7,-1,0,0
2,15,0,0
1,14,0,0
10,26,1,13
8,29,0,0
4,25,0,0
4,27,0,0
7,30,0,0
9,31,0,10
11,32,0,4
7,26,0,0
14,32,0,3
14,17,0,1
15,24,0,0
14,21,0,0
16,22,0,0
17,25,0,0
21,142,0,0
25,152,0,0
21,146,0,0
14,31,0,1
-9,-12,0,0
-3,3,0,0
-3,4,0,0
13,15,0,0
15,20,0,0
15,19,0,0
16,32,0,0
-1,-9,0,0
-3,-10,0,0
16,27,0,0
-1,8,0,0
-10,-12,0,0
-4,3,0,0
-5,3,0,0
-1,9,0,0
-2,-9,0,0
15,38,0,0
16,39,0,0
15,36,0,0
14,37,0,3
12,33,0,4
9,33,1,7
15,18,0,0
14,15,0,0
15,15,0,0
10,4,0,6
15,12,0,0
15,21,0,0
2,-6,0,0
17,26,0,0
15,25,0,0
-5,2,0,0
9,1,0,3
18,48,0,1
15,42,0,2
11,5,0,2
8,45,0,0
11,78,0,0
19,84,1,0
16,78,0,3
21,93,0,1
20,93,0,1
132,8256,0,1
130,8256,0,1
19,88,0,0
19,81,0,1
131,8256,0,0
17,80,0,0
18,84,0,0
129,8256,0,9
17,79,0,0
18,79,0,0
40,703,0,2
18,88,0,0
39,703,2,9
43,713,0,2
42,708,0,1
38,703,0,80
44,713,0,1
41,708,0,2
41,706,0,0
40,708,0,3
43,709,0,0
44,711,0,0
16,37,0,0
17,37,0,0
10,34,0,7
14,34,0,1
15,37,0,2
17,46,0,1
19,47,0,0
16,43,0,1
14,14,0,1
14,39,1,3
4,20,0,0
28,378,1,3
13,7,0,0
11,3,0,0
8,35,0,0
13,41,0,1
20,73,0,1
19,72,0,0
18,72,0,1
15,46,0,3
11,4,0,0
12,5,0,0
7,33,0,0
9,38,0,0
8,37,0,0
6,33,0,0
3,24,0,0
2,23,0,0
0,20,0,0
1,21,0,0
0,21,0,0
2,24,0,0
-1,18,0,0
5,30,0,0
5,32,0,0
4,31,0,0
7,34,0,0
4,28,0,0
5,28,0,0
1,25,0,0
6,29,0,0
5,29,0,0
8,30,0,0
8,31,0,0
1,17,0,0
1,13,0,0
0,13,0,0
-1,11,0,0
-2,-14,0,0
11,35,1,7
11,44,2,5
11,40,0,0
12,40,0,2
10,40,0,8
10,32,1,12
15,50,0,0
16,30,0,1
16,50,0,3
13,49,0,0
14,28,0,3
15,35,0,0
18,153,0,11
6,-1,0,0
14,27,0,0
16,28,0,0
-2,12,0,0
-1,12,0,0
3,20,0,0
-3,10,0,0
-1,13,0,0
13,9,0,1
14,9,0,0
15,71,0,0
10,1,0,1
12,4,0,0
2,19,0,0
3,22,0,0
6,25,0,0
13,5,0,0
14,6,1,0
15,39,0,0
16,46,0,0
16,42,0,1
11,1,0,0
7,29,0,0
9,30,1,17
2,-4,0,0
9,0,0,0
13,4,0,0
14,4,0,0
9,40,0,0
20,63,0,0
18,62,0,0
15,59,0,2
19,65,0,0
1,-6,0,0
0,-8,0,0
-4,-14,0,0
9,44,0,0
13,50,0,3
-7,0,0,0
16,105,0,0
-8,-6,0,0
16,19,0,0
12,3,0,0
13,3,0,0
-8,0,0,0
-11,-27,0,0
-9,-26,0,0
-15,-41,0,0
-18,-44,0,0
-14,-38,0,0
-17,-41,0,0
-7,-17,0,0
6,37,0,0
3,34,0,0
0,31,0,0
4,37,0,0
8,43,0,0
17,71,0,0
12,44,0,3
8,44,0,0
9,32,0,13
10,44,0,1
12,43,0,5
18,70,0,0
16,69,0,0
21,84,0,0
24,87,0,0
20,81,0,0
23,84,0,0
21,81,0,0
-3,-25,0,0
-9,-9,0,0
16,15,0,0
15,91,0,4
12,1,0,0
15,28,0,0
3,-3,0,0
5,-2,0,0
3,-5,0,0
4,-5,0,0
5,27,0,0
11,2,0,0
14,79,0,1
13,79,0,0
10,76,0,0
11,76,0,0
12,2,0,0
2,25,0,0
4,26,0,0
5,26,0,0
20,171,0,1
19,171,0,2
10,0,0,0
13,35,0,2
-9,0,0,0
-7,-13,0,0
13,6,0,0
11,0,0,0
-7,1,0,0
14,47,0,0
10,47,0,0
7,43,0,0
10,35,0,12
8,34,0,0
-4,-20,0,0
15,7,0,0
16,7,0,0
-10,-2,0,0
63,1953,0,1
15,67,0,3
16,67,0,0
12,67,0,0
15,66,0,1
16,72,0,0
13,57,0,3
12,57,0,4
14,57,0,2
9,54,0,0
11,54,0,2
0,18,0,0
0,11,0,0
14,10,0,2
17,13,0,0
16,12,0,0
14,12,0,0
-8,-5,0,0
-9,-5,0,0
-9,-8,0,0
14,11,0,0
15,34,0,0
18,33,0,0
17,33,0,0
19,36,0,0
17,48,0,0
15,6,0,0
16,56,0,1
20,140,1,0
18,139,0,0
14,133,0,0
18,136,0,3
16,136,0,0
15,133,0,0
16,133,0,0
8,33,0,0
19,74,0,0
20,74,0,0
7,-1,0,0
7,44,0,0
