2,3,True,False
0,0,13595,2015513
1,0,1726,122917
11,55,0,12
9,36,0,14
7,21,5,66
2,1,119,9488
8,28,0,30
6,15,7,236
4,6,15,1029
5,10,8,397
6,10,1,26
7,15,0,6
2,0,142,7518
3,1,17,988
5,6,1,57
3,3,34,2768
4,3,5,249
7,11,0,2
8,13,0,0
7,9,0,3
6,6,1,8
5,4,2,49
4,2,1,66
6,4,0,2
6,7,0,17
4,1,5,62
3,0,14,379
1,1,0,0
-1,0,0,0
5,3,0,24
7,10,0,0
-2,0,0,0
0,1,0,0
4,0,1,23
5,1,0,7
3,2,0,51
5,2,0,2
6,3,0,2
2,3,0,0
4,4,0,4
5,0,0,0
4,9,0,0
2,2,0,0
0,2,0,0
1,2,0,0
-2,-1,0,0
-3,-1,0,0
0,-1,0,0
6,2,0,0
5,5,0,1
-1,1,0,0
-3,0,0,0
-4,-2,0,0
-1,-2,0,0
1,-1,0,0
-5,-2,0,0
7,3,0,0
-1,-1,0,0
-2,-2,0,0
