2,3,-1
5,4,3
7,11,3
12,20,4
10,17,5
8,16,2
7,12,2
8,16,4
7,12,3
9,12,4
13,29,5
9,20,3
7,11,3
3,3,2
8,14,3
7,13,2
0,0,0
