2,3,4,True,False
0,0,0,15396,2109455
1,0,0,1276,83496
11,55,165,0,12
2,1,0,87,5159
8,28,56,0,30
6,15,20,0,35
4,6,4,4,272
5,10,10,6,150
3,3,1,26,1171
3,1,0,9,365
4,3,1,5,67
2,0,0,75,3329
3,0,0,8,127
7,11,10,0,1
8,16,20,0,1
9,18,21,0,0
6,6,2,0,1
5,4,1,1,7
4,2,0,0,12
5,6,4,0,19
6,7,4,0,1
6,10,10,1,7
-1,0,0,0,0
5,3,1,0,3
4,1,0,0,19
-2,0,0,0,0
1,1,0,0,0
5,1,0,0,0
5,2,0,0,1
4,0,0,0,6
7,21,35,0,1
3,2,0,0,10
2,3,1,0,0
0,1,0,0,0
2,2,1,0,0
5,7,4,0,0
4,4,1,0,2
0,-1,0,0,0
-2,-1,0,0,0
1,2,1,0,0
2,2,0,0,0
5,5,1,0,1
-1,-1,0,0,0
8,5,1,0,0
6,4,1,0,0
4,3,0,0,0
-4,-2,0,0,0
6,3,0,0,0
-1,-2,0,0,0
1,3,1,0,0
1,2,0,0,0
2,-1,0,0,0
