2,3,True,False
48,993,0,1
47,993,0,0
39,669,0,2
40,669,0,1
41,672,0,1
9,13,34,825
7,8,58,1452
38,666,0,6
11,31,10,346
10,15,17,490
8,9,56,1626
37,666,1,141
10,26,6,71
11,17,12,311
9,24,6,205
43,676,0,1
8,20,7,170
9,11,37,1186
40,672,0,0
36,666,0,0
38,667,0,0
41,676,0,1
42,672,0,0
39,667,0,1
9,21,60,2179
37,564,1,2
36,562,0,4
7,7,186,4767
38,567,1,0
35,561,0,24
6,5,107,3263
36,564,0,1
7,6,175,5446
10,12,18,516
34,561,8,282
38,571,2,0
39,567,0,1
35,562,0,4
39,565,0,2
39,571,0,1
36,561,0,2
12,12,4,152
11,12,13,324
10,11,30,597
8,10,63,2182
10,10,31,613
9,7,50,1428
10,7,22,580
9,6,42,1125
41,572,1,0
42,572,0,0
37,567,0,1
29,406,8,402
8,6,77,2367
33,412,0,1
32,409,0,9
31,407,2,9
8,5,66,1948
30,406,2,40
7,5,99,2983
7,4,182,6129
32,408,0,1
31,381,2,5
28,378,11,612
7,17,12,258
30,379,1,13
31,380,0,1
29,378,1,68
9,18,19,623
27,378,0,0
30,381,0,5
33,385,0,2
12,36,9,456
6,3,369,12275
10,29,22,840
32,380,0,0
11,29,11,566
5,1,895,37466
34,385,0,1
31,379,1,6
32,384,0,6
30,383,0,3
25,276,4,96
28,282,0,0
30,283,0,1
27,279,1,6
29,282,0,0
26,277,0,25
26,281,0,0
29,283,0,1
11,25,13,300
26,279,0,7
24,276,16,768
2,5,0,0
27,277,0,9
27,278,1,2
26,276,2,10
30,287,0,1
25,278,0,4
28,279,0,3
29,286,0,4
25,277,0,6
26,278,0,0
33,388,0,0
32,381,0,0
-2,-1,0,0
8,7,94,2849
30,380,0,0
34,393,0,1
-1,-4,0,0
4,0,1283,58239
-4,-10,0,0
1,5,0,0
29,379,0,2
30,378,0,7
35,394,0,0
33,382,0,2
31,292,0,0
0,2,0,0
4,14,0,0
29,280,0,0
5,15,0,0
9,19,9,199
7,20,3,43
10,19,9,204
32,292,0,1
30,286,0,2
20,172,5,29
22,174,0,40
19,171,62,3745
20,171,16,707
21,172,3,130
19,172,0,0
27,187,1,0
18,171,0,0
23,177,0,23
26,182,0,3
21,171,5,129
25,178,0,4
22,172,0,64
25,181,0,5
24,178,0,0
21,190,16,638
0,-2,0,0
22,191,5,130
9,12,23,771
25,197,0,1
4,12,0,0
23,193,2,42
27,201,0,2
20,190,46,3156
12,24,3,175
23,191,0,59
7,14,9,229
10,17,26,328
26,200,0,2
9,15,36,1193
24,192,0,6
19,190,0,0
26,197,0,6
22,190,7,136
23,192,0,7
22,193,0,10
21,191,1,30
26,205,0,3
25,196,1,5
24,194,0,6
11,23,10,175
25,186,1,1
22,173,1,16
23,174,1,17
24,177,0,10
10,20,8,290
26,186,0,2
21,174,0,8
23,175,1,8
26,180,0,5
24,175,0,7
11,30,6,164
26,192,0,6
-1,1,0,0
6,16,0,0
12,44,2,25
22,177,0,2
0,5,0,0
10,33,1,65
15,72,0,9
15,67,5,269
16,72,0,40
11,36,31,1324
19,87,1,38
14,67,4,442
19,75,0,4
15,69,4,113
13,66,45,2323
13,69,2,8
14,66,14,628
16,68,2,50
14,73,0,3
16,69,5,63
19,137,10,211
21,142,1,31
7,18,5,135
8,19,6,153
21,138,0,16
18,136,23,1036
20,137,3,76
24,145,0,1
9,31,2,41
19,136,3,214
9,20,7,173
10,31,5,99
17,136,57,4445
20,139,4,59
9,9,30,918
9,30,4,74
22,140,0,16
19,143,0,2
21,139,1,34
5,0,429,14840
10,24,17,427
22,197,0,2
24,191,0,15
24,193,0,19
21,193,0,2
24,196,1,18
23,172,0,19
9,14,15,409
20,174,0,2
21,176,0,3
20,173,0,4
24,173,0,8
24,180,0,2
27,240,0,1
23,231,13,308
24,234,1,7
25,232,1,23
24,232,2,70
27,233,0,2
24,231,1,47
27,237,0,4
26,233,0,4
8,8,55,1351
22,231,34,1797
23,233,2,2
8,30,0,0
8,29,0,0
7,29,0,0
3,7,0,0
27,235,0,4
24,233,0,1
21,231,0,0
26,232,0,10
21,230,0,0
27,251,0,0
20,230,0,0
26,234,0,7
26,237,0,11
23,232,0,20
31,406,0,2
30,407,0,3
34,410,0,1
-1,-1,0,0
34,426,0,0
32,410,0,0
28,405,0,0
11,14,9,275
35,412,0,0
30,408,0,2
-3,0,0,0
32,421,0,1
33,409,0,2
32,407,0,1
33,407,0,1
31,415,0,0
34,412,0,0
31,409,0,2
32,412,0,1
25,234,0,12
25,237,0,0
24,240,0,0
10,13,17,494
6,14,5,139
25,243,0,2
24,239,0,0
9,28,77,5135
28,238,0,6
25,231,0,11
24,238,0,0
27,238,0,2
27,239,0,2
28,325,1,7
26,325,8,310
29,328,0,4
31,333,0,0
27,325,2,39
11,11,12,332
27,326,0,0
30,328,0,1
30,330,0,0
28,327,0,0
28,328,1,1
31,332,0,1
28,332,0,2
28,326,0,13
30,331,0,3
29,325,0,2
27,328,0,0
29,326,0,3
31,331,0,2
24,253,1,123
23,253,10,706
25,254,2,27
24,256,0,0
26,256,0,4
27,257,0,1
26,253,0,2
26,255,0,0
28,257,1,0
25,253,1,18
25,258,0,3
10,9,17,515
11,10,12,324
1,-2,0,0
12,11,13,155
26,254,0,12
27,256,0,2
28,259,0,2
25,256,0,1
24,254,1,10
26,262,0,0
27,259,0,6
31,387,0,1
32,387,0,0
31,383,0,0
9,5,50,1079
8,4,119,2744
-1,-3,0,0
32,386,0,0
29,380,0,0
31,384,0,1
28,406,0,0
6,2,351,11583
32,411,0,0
13,16,10,84
10,45,125,13553
11,37,21,781
31,411,0,2
30,411,0,0
9,32,1,33
12,16,10,203
30,412,0,0
32,419,0,0
33,408,0,0
32,415,0,0
27,351,1,135
29,352,0,4
28,351,1,18
30,356,0,0
31,357,0,1
30,364,0,0
30,354,0,0
30,352,1,0
29,354,1,1
31,364,0,1
30,360,0,2
31,365,0,1
32,366,0,1
31,363,0,0
4,15,0,0
20,120,0,21
12,31,6,313
31,353,0,1
14,56,11,299
39,375,0,1
30,359,0,0
28,352,0,1
29,351,0,1
29,356,0,0
31,361,0,0
38,372,0,0
27,300,0,7
26,300,1,76
2,6,0,0
25,300,5,478
27,301,1,23
12,39,8,233
13,41,0,28
15,105,79,7347
19,115,0,0
36,321,0,0
37,321,0,0
11,6,8,217
27,305,0,0
28,308,0,0
29,310,0,2
10,6,19,505
29,309,1,1
12,40,3,34
30,309,0,0
13,40,3,54
26,303,0,0
30,313,0,0
29,306,0,3
15,53,0,11
16,56,2,89
14,55,7,250
34,309,0,1
28,306,0,2
17,73,1,19
30,307,0,2
33,309,0,1
34,310,0,0
31,307,0,0
15,49,6,80
26,301,0,7
28,303,0,6
30,314,0,0
34,345,0,1
35,313,0,0
30,304,0,0
27,303,0,1
21,210,22,1521
22,210,7,300
24,213,0,18
14,47,5,75
30,255,0,2
12,48,1,25
16,66,1,66
31,223,0,0
30,223,0,0
26,214,0,2
25,220,0,0
26,224,0,0
23,211,7,68
13,47,1,53
31,226,0,0
23,213,0,2
25,216,0,9
25,223,0,1
14,48,0,95
10,14,12,382
13,42,3,124
14,43,1,135
11,39,4,58
30,224,0,1
12,14,10,150
15,57,2,72
25,214,0,3
23,210,1,64
25,213,0,6
22,211,0,11
24,219,0,2
24,216,0,3
29,246,0,5
29,223,0,0
24,210,1,14
24,211,0,23
32,312,0,0
33,312,0,0
10,37,2,129
14,51,2,85
32,289,0,0
28,278,0,1
13,37,6,209
13,36,5,253
27,282,0,2
31,288,0,1
9,33,1,38
6,24,0,0
10,30,3,87
5,19,0,0
27,285,0,3
33,294,0,1
30,291,0,1
27,276,2,4
7,2,163,4792
24,212,0,6
27,225,0,2
30,228,0,0
3,12,0,0
6,18,0,0
2,-1,0,0
26,212,1,2
23,215,0,4
6,1,328,12178
22,212,0,2
27,212,0,0
25,211,0,8
28,222,0,1
27,222,0,0
25,217,0,0
28,221,0,1
26,220,0,3
26,217,0,0
-2,2,0,0
23,275,0,0
28,280,0,1
5,12,0,0
9,10,36,1174
23,276,0,0
31,287,0,1
27,280,0,0
28,277,0,4
2,7,0,0
0,6,0,0
25,200,0,6
19,189,0,0
13,32,6,63
1,11,0,0
23,194,0,2
25,194,0,4
5,27,0,0
-1,10,0,0
8,1,48,1039
7,1,118,3721
22,252,0,0
21,252,0,0
27,254,0,3
11,33,1,55
29,260,0,1
22,159,0,14
19,153,17,634
24,160,0,3
22,156,2,15
23,156,0,7
17,152,0,0
21,154,8,66
18,153,33,2834
17,153,0,0
23,159,0,3
20,154,3,143
19,154,0,19
20,153,5,147
21,156,1,32
21,158,1,0
7,25,0,0
11,34,2,77
22,154,1,22
22,158,1,2
10,28,33,1568
9,27,4,34
8,3,70,2107
21,159,0,2
20,156,0,5
23,157,1,8
26,169,0,1
26,236,0,1
26,235,0,5
8,25,5,46
8,27,1,30
-1,4,0,0
30,247,0,0
29,239,0,0
30,246,0,1
25,233,0,8
99,4657,0,2
97,4656,0,69
98,4656,0,0
27,234,0,3
26,213,0,1
79,3081,2,79
7,3,166,5328
81,3082,0,1
3,8,0,0
80,3081,0,4
81,3081,0,1
80,3082,0,1
99,3291,0,1
83,2163,0,0
65,1954,0,1
4,11,0,0
64,1954,0,1
63,1953,2,91
1,8,0,0
65,1953,1,0
28,246,0,1
12,50,2,12
29,247,0,0
30,248,0,0
64,1953,0,9
84,2184,0,1
27,236,0,0
10,47,0,0
75,1662,0,0
56,1432,0,1
11,48,1,6
30,303,0,0
29,303,0,1
54,1431,2,96
28,302,0,1
29,304,0,2
30,305,0,0
29,305,0,0
78,1731,0,1
79,1732,0,0
55,1431,0,13
14,79,0,49
16,80,6,34
58,1434,0,1
79,1731,0,0
31,306,0,1
24,300,0,0
29,301,0,1
29,300,0,1
28,301,0,1
70,1290,0,0
13,78,87,8202
15,79,10,399
9,8,36,937
10,8,22,542
28,235,0,3
10,36,67,4701
8,33,0,0
12,37,8,479
49,993,0,1
26,231,0,1
7,28,0,0
8,2,67,1881
51,1005,0,1
66,1221,0,1
67,1221,0,1
43,823,0,0
62,1051,0,0
63,1051,0,0
44,823,0,1
41,820,0,103
42,820,0,12
30,327,0,1
6,25,0,0
43,820,0,2
31,329,0,1
30,329,0,0
47,835,0,0
29,327,1,0
43,821,0,4
-2,-11,0,0
-2,-9,0,0
44,821,0,1
1,-5,0,0
46,830,0,1
66,1145,0,1
45,821,0,0
51,849,0,1
67,1145,0,1
30,326,0,3
25,325,0,0
31,327,0,0
31,435,0,11
55,760,0,0
56,760,0,0
40,464,0,1
6,27,0,0
32,436,0,2
29,278,0,2
32,435,0,2
10,16,36,821
29,279,0,0
3,-1,0,0
30,279,0,1
35,445,0,0
30,435,1,115
12,30,5,188
34,441,0,1
53,711,0,1
33,436,0,1
34,436,0,1
31,436,0,0
54,711,0,1
33,438,0,1
46,529,0,0
32,304,0,1
47,529,0,0
33,282,0,0
31,281,0,0
27,255,0,0
22,253,0,0
-1,6,0,0
2,9,0,0
-4,-6,0,0
8,26,1,29
28,255,0,2
-3,-2,0,0
28,256,0,1
29,265,0,2
32,275,0,1
45,506,0,1
28,261,0,0
46,506,0,1
44,484,0,0
30,274,0,1
45,484,0,0
31,253,0,0
29,242,0,0
23,173,0,8
-4,0,0,0
10,4,20,395
40,402,0,1
27,241,0,3
41,402,0,3
24,181,0,5
23,180,0,0
24,182,0,1
30,222,0,1
38,361,0,0
29,214,0,2
39,361,0,0
17,120,29,1126
19,121,4,100
18,121,8,241
9,2,20,606
21,131,0,0
16,120,72,4864
20,131,0,0
15,120,0,0
21,126,0,12
16,121,0,0
17,121,2,52
22,130,0,5
-1,-5,0,0
-3,-6,0,0
20,123,0,39
24,195,0,2
18,123,0,9
35,310,0,1
36,310,0,4
21,132,0,5
34,291,0,1
26,163,0,3
20,130,0,2
22,127,0,6
19,123,0,70
35,291,0,0
15,92,2,42
16,92,4,339
15,91,42,1671
18,101,0,6
17,97,0,7
20,101,0,6
13,91,0,0
17,94,0,102
17,92,5,193
21,102,0,32
19,95,1,18
32,262,0,1
5,16,0,0
12,23,3,143
24,134,1,1
25,135,0,0
11,22,9,390
33,262,0,5
10,23,7,173
20,98,1,5
23,122,0,0
18,95,0,15
20,104,0,2
18,98,0,6
16,91,11,413
23,149,0,3
22,148,0,0
23,176,0,2
21,146,0,1
18,137,0,29
19,138,1,8
36,307,0,3
21,143,0,1
23,155,1,7
24,155,0,4
35,307,0,2
22,144,0,0
20,136,0,39
23,150,0,2
16,136,0,0
21,137,1,32
21,140,0,10
22,146,0,4
20,138,0,1
23,178,0,1
22,175,1,1
23,181,0,1
12,58,0,6
26,177,0,0
38,342,0,1
25,177,2,2
22,171,2,23
37,342,0,1
23,142,0,1
24,184,0,1
19,140,0,0
21,141,0,2
37,307,0,0
11,9,13,249
38,308,0,0
12,9,4,110
11,55,120,11216
25,184,0,1
22,141,0,5
-1,2,0,0
19,98,1,3
-2,-3,0,0
18,97,0,22
32,228,1,2
31,227,0,8
33,228,0,1
8,34,0,0
18,92,0,71
6,0,130,3711
19,99,0,7
19,92,1,17
30,227,0,0
18,120,6,261
18,96,0,6
18,94,1,40
31,212,0,0
18,93,0,30
17,93,0,13
19,97,1,14
17,91,8,122
29,211,0,1
36,292,0,1
9,4,51,1151
19,120,0,47
37,294,0,0
38,310,0,0
11,15,16,287
-1,-2,0,0
23,160,0,0
22,155,1,8
14,21,0,44
19,155,0,5
13,18,5,88
25,160,1,2
21,153,1,40
37,292,0,1
34,289,0,1
20,126,1,17
14,20,5,35
19,122,0,14
11,13,15,295
32,256,1,5
35,259,0,2
17,137,0,0
15,136,0,0
14,119,0,0
3,14,0,0
7,24,0,0
0,-8,0,0
2,-3,0,0
21,130,0,11
11,28,15,505
22,135,0,3
15,38,5,44
36,259,0,0
11,18,12,280
19,139,0,5
33,256,0,2
14,105,0,0
20,122,2,29
21,122,0,12
34,228,0,2
21,124,0,12
18,122,0,5
31,225,0,2
17,106,7,387
17,108,0,12
18,108,2,84
13,15,8,78
16,105,29,1690
2,11,0,0
23,151,0,0
13,31,3,142
12,19,7,133
35,244,0,1
34,242,0,1
1,-4,0,0
22,138,0,6
19,109,1,18
17,105,13,398
20,110,0,4
19,108,0,47
18,106,6,176
32,241,1,7
35,257,0,0
20,140,0,4
22,157,0,6
21,125,0,4
23,126,0,6
25,131,0,1
37,276,0,1
20,124,2,17
36,274,0,1
23,130,0,7
35,273,0,2
34,273,0,4
34,258,0,1
21,157,0,2
33,258,0,4
22,115,0,1
20,114,0,1
21,114,0,12
19,111,0,16
13,9,4,65
16,106,0,38
20,107,0,14
13,25,4,119
15,26,1,30
13,23,4,80
32,211,0,1
20,112,0,6
31,210,0,4
30,210,0,6
19,106,5,66
13,21,7,99
23,116,0,0
20,115,0,11
18,109,0,6
10,27,2,90
13,67,3,35
12,17,8,174
20,77,0,7
18,105,6,89
29,172,0,2
18,72,0,27
17,76,1,46
14,69,3,18
28,171,0,3
27,171,0,17
16,67,4,121
17,72,1,31
27,157,0,13
16,70,0,28
15,70,1,9
26,157,0,14
20,111,1,13
18,107,1,18
30,196,0,7
18,111,0,5
20,95,1,10
21,96,1,6
16,107,0,7
29,196,0,4
19,101,0,18
14,104,0,0
19,107,0,34
1,-3,0,0
20,121,2,35
15,119,0,0
-4,-2,0,0
29,186,1,8
28,186,0,16
23,124,0,4
32,225,0,4
24,126,0,3
23,111,0,14
21,109,0,7
20,109,0,20
24,112,0,5
22,109,0,2
28,183,1,10
21,107,0,8
22,110,0,16
15,78,13,485
16,81,6,114
14,78,37,1958
30,214,0,6
16,79,7,204
13,56,12,516
12,55,52,2962
23,138,1,8
28,191,1,0
27,191,0,2
22,137,1,11
24,141,1,15
23,133,0,13
17,80,5,40
15,58,4,95
12,78,0,0
11,78,0,0
14,58,7,141
18,79,1,25
13,79,0,0
11,16,12,352
15,81,1,17
20,83,1,21
13,55,17,796
24,133,0,30
21,84,0,5
22,86,0,1
17,79,6,74
15,80,1,14
23,123,0,28
17,81,2,62
17,78,4,35
16,78,5,121
21,85,0,2
12,46,13,599
11,45,62,3435
12,20,6,106
12,45,21,956
13,46,11,379
2,-2,0,0
24,123,0,17
9,45,0,0
13,48,4,169
19,82,1,16
26,144,0,10
16,82,0,7
18,80,1,24
25,144,0,11
-6,-4,0,0
-4,-3,0,0
12,22,14,229
11,19,6,161
29,187,0,1
21,121,1,12
19,124,1,2
-5,-4,0,0
-7,-5,0,0
2,10,0,0
11,65,0,0
10,65,0,0
9,64,0,0
15,104,0,0
11,67,0,0
12,67,0,0
21,115,0,5
28,172,0,2
3,10,0,0
14,68,0,17
17,107,0,8
22,143,0,0
16,93,0,11
24,146,0,8
19,93,1,31
32,227,0,6
10,5,27,467
22,142,0,6
18,82,1,19
-4,-4,0,0
-5,-5,0,0
8,42,0,0
19,110,0,5
29,183,0,5
9,42,0,0
12,49,1,20
19,105,0,28
11,43,1,23
22,112,0,14
20,106,0,47
11,49,0,15
12,51,0,14
14,46,5,228
12,34,3,162
13,51,3,31
16,47,5,35
10,46,0,0
12,47,2,39
10,42,0,9
10,43,0,3
17,67,1,46
19,73,1,30
15,66,9,135
20,74,0,2
19,74,1,2
18,73,1,40
17,70,1,60
24,132,1,14
25,132,0,5
12,29,5,282
18,70,2,32
20,94,1,42
21,94,1,22
18,68,1,16
14,34,3,54
4,18,0,0
-2,1,0,0
25,164,0,8
26,164,0,2
13,30,5,111
14,30,3,63
23,140,0,7
10,32,2,58
13,34,4,91
24,139,0,1
29,191,0,1
25,141,0,9
16,61,3,28
17,59,1,22
24,125,0,1
27,175,0,6
26,175,0,6
28,175,0,2
16,59,1,40
22,122,1,6
24,148,0,9
22,123,0,8
14,38,5,109
20,81,1,19
21,106,0,29
16,39,0,31
13,35,4,35
11,46,7,101
22,114,0,27
19,81,0,57
20,89,0,5
17,47,3,16
8,36,0,0
13,39,5,125
10,44,0,3
16,48,0,30
15,48,2,39
17,66,0,64
16,57,4,143
12,25,7,195
12,38,1,113
16,51,0,49
15,51,6,93
6,21,0,0
-5,-2,0,0
17,57,1,70
14,39,1,76
13,27,5,83
12,26,4,85
21,99,1,4
20,99,2,8
13,28,2,104
18,81,1,65
13,33,1,41
14,36,1,103
15,37,3,49
13,29,13,135
22,106,0,10
14,35,4,46
12,32,2,60
17,84,0,35
23,107,1,1
19,84,0,9
23,119,0,10
24,120,0,1
22,119,0,17
28,158,0,3
20,97,2,8
18,74,0,5
17,71,0,8
19,72,0,29
19,94,1,33
19,77,0,3
20,78,0,1
17,95,0,4
27,158,0,4
19,96,0,7
13,24,8,88
14,24,5,44
19,76,1,28
17,69,0,26
17,68,3,29
25,133,0,10
20,108,1,19
19,71,0,8
16,71,0,4
19,70,2,9
22,111,1,28
23,114,0,8
21,111,0,10
15,68,2,38
19,86,0,7
20,93,0,16
15,34,1,23
20,92,1,4
21,123,1,12
21,127,0,2
19,126,0,5
22,124,0,7
12,10,6,142
24,131,1,0
11,8,9,261
18,91,2,26
22,126,1,10
23,129,0,1
20,116,0,2
22,117,0,0
31,211,0,6
22,129,0,4
30,211,0,3
23,145,0,0
19,100,1,3
20,100,1,7
23,109,0,4
-2,-2,0,0
12,8,9,133
22,99,0,3
21,98,0,2
20,142,0,2
16,95,0,1
26,152,0,0
23,143,1,5
22,139,1,7
25,152,0,1
15,90,0,2
22,107,0,2
13,20,5,56
14,92,0,0
29,182,0,1
28,182,0,4
23,108,0,2
16,94,1,12
22,103,0,3
20,96,0,1
12,13,10,151
24,179,1,0
11,5,7,187
25,176,0,1
9,3,39,815
23,179,0,0
27,183,0,5
24,174,0,7
26,176,0,2
34,262,0,7
34,263,0,1
25,174,0,6
32,237,0,1
32,238,0,1
31,237,0,6
25,175,0,2
18,170,0,0
11,7,8,308
16,169,0,0
20,75,1,1
12,15,3,146
13,17,6,91
29,194,0,0
0,-4,0,0
21,100,1,30
21,116,0,0
25,128,0,3
24,127,0,9
25,127,0,4
14,19,5,56
12,18,4,157
22,100,0,14
23,100,0,7
24,100,0,2
12,33,3,45
15,39,1,54
30,197,0,1
20,113,0,3
29,184,0,0
23,120,0,2
25,150,0,11
22,87,0,1
21,128,0,3
21,87,0,8
20,84,1,8
20,125,0,7
24,135,0,0
26,165,0,4
25,136,0,5
24,136,0,13
29,198,1,2
30,198,0,1
30,199,0,1
23,125,1,4
18,83,0,10
19,83,1,23
28,198,0,1
14,49,3,48
12,28,5,179
11,35,2,35
22,125,0,1
13,26,2,72
17,82,0,17
29,199,0,3
25,137,0,4
35,292,0,0
21,136,0,5
3,-2,0,0
23,141,1,19
25,142,0,2
26,142,0,2
13,19,7,95
36,308,0,1
20,141,0,1
38,367,0,0
39,368,0,0
6,28,0,0
15,23,0,31
14,22,5,68
19,129,0,0
15,25,0,29
12,60,0,5
16,25,1,15
38,352,0,1
37,351,0,4
22,134,0,1
34,295,0,5
14,25,3,53
21,108,0,6
15,103,0,0
35,295,0,7
22,108,0,5
25,192,1,8
23,190,1,27
27,211,0,5
27,195,0,3
36,295,1,0
21,119,0,8
23,112,0,7
24,114,0,4
4,13,0,0
-1,3,0,0
26,195,0,1
21,97,0,4
22,98,0,1
28,201,1,0
25,191,0,6
34,281,0,3
25,193,0,3
28,196,0,2
35,281,0,3
36,322,0,0
37,322,0,0
29,240,0,0
30,237,0,1
28,240,0,2
39,367,0,3
29,241,0,0
29,236,0,7
40,367,0,3
25,162,0,1
27,200,0,0
26,199,0,1
37,326,0,1
38,326,0,1
24,159,0,7
24,199,0,0
26,193,1,1
39,391,0,0
17,88,0,5
32,311,0,0
18,89,1,5
31,309,0,2
32,309,0,0
38,378,0,4
30,306,0,0
28,300,0,3
18,84,2,29
30,310,0,1
39,378,0,0
29,302,1,1
20,90,1,22
25,212,0,7
34,288,0,2
35,288,0,1
18,139,0,6
-2,-7,0,0
38,346,0,2
39,346,0,1
17,134,0,0
16,133,0,0
-2,-4,0,0
27,232,0,0
22,192,0,4
14,16,2,51
8,31,0,0
5,28,0,0
-1,-6,0,0
15,20,0,25
11,40,1,40
12,43,2,17
13,43,3,48
18,189,0,0
17,189,0,0
15,188,0,0
13,104,0,0
18,191,0,0
19,191,0,0
21,192,0,2
15,44,3,14
26,216,0,1
7,27,0,0
14,37,4,100
36,315,0,0
15,61,1,49
13,58,2,23
16,64,1,27
26,219,0,1
24,215,0,0
15,56,4,166
14,44,1,17
13,38,4,165
14,41,5,17
15,35,0,30
16,35,0,20
32,265,0,3
15,33,0,24
16,33,0,14
25,218,0,0
17,65,1,27
17,44,0,17
19,36,0,9
22,39,0,1
16,44,1,15
26,218,1,1
27,215,0,0
34,266,0,0
14,60,0,8
25,215,0,0
35,266,0,0
33,265,0,0
15,42,1,67
16,63,0,11
30,176,0,0
12,56,7,77
2,14,0,0
-4,-1,0,0
5,17,0,0
35,241,0,0
-2,3,0,0
-2,8,0,0
21,129,0,2
-4,7,0,0
-4,2,0,0
-1,5,0,0
1,6,0,0
14,28,3,68
15,36,1,40
16,36,1,14
20,128,0,0
20,127,0,0
26,140,0,1
15,24,3,25
14,31,2,73
34,241,0,2
19,125,0,1
32,240,0,3
33,241,0,6
33,240,0,2
16,31,2,23
24,129,0,0
18,36,1,6
17,29,2,14
15,22,2,40
16,24,1,12
-6,-2,0,0
24,108,0,2
22,145,0,2
13,13,3,93
15,16,2,13
25,145,0,2
16,87,0,6
13,22,4,89
20,102,0,22
23,146,0,2
18,90,0,1
17,83,1,10
24,143,1,3
15,29,2,26
20,88,0,3
22,105,1,2
10,34,4,19
14,17,1,47
23,105,0,0
23,106,1,3
24,106,0,1
22,101,0,3
17,55,3,12
21,173,0,1
23,171,0,5
27,179,0,1
14,26,4,57
24,172,0,4
24,176,1,2
15,52,0,14
14,52,1,10
25,173,0,2
12,35,4,41
14,53,1,15
16,41,4,17
22,97,0,2
26,178,0,1
36,291,0,0
23,196,0,3
14,61,2,18
15,64,0,6
14,23,2,44
24,128,0,1
16,26,1,12
26,131,0,0
20,192,0,0
22,128,0,1
23,128,0,0
27,197,0,2
25,195,0,2
26,196,0,1
37,311,0,1
16,65,2,41
20,76,0,8
14,59,2,21
27,132,0,2
38,313,0,0
37,310,0,1
29,200,0,2
24,149,0,2
24,197,0,0
30,204,0,0
20,191,0,0
39,329,0,1
29,204,0,1
-6,-5,0,0
14,29,4,56
15,27,4,29
19,66,0,8
15,28,1,22
15,55,5,107
23,147,0,1
16,21,2,31
13,49,1,21
15,19,2,23
18,61,1,16
14,15,3,45
14,54,1,11
17,60,0,27
28,148,0,1
38,327,0,0
24,190,2,7
27,198,0,2
36,296,0,0
26,198,0,1
2,-4,0,0
0,-5,0,0
-3,1,0,0
21,113,0,0
22,113,0,0
26,117,0,0
24,113,0,1
13,45,8,277
21,112,1,16
12,42,2,57
25,115,0,1
15,47,4,48
16,20,1,15
11,32,3,53
22,120,1,4
29,210,0,0
14,13,1,35
23,98,0,1
23,97,0,2
-6,-6,0,0
13,14,3,79
23,99,2,0
13,11,1,67
21,104,0,1
11,26,5,71
9,1,4,304
26,194,0,2
27,196,0,1
33,281,0,2
28,199,0,1
21,155,0,5
23,158,0,2
26,161,0,1
28,150,0,1
22,116,0,2
7,23,0,0
6,23,0,0
23,115,0,3
32,258,0,1
