2,3,True,False
0,0,15347,2105638
1,0,1266,85619
11,55,0,12
8,28,0,15
2,1,93,5570
7,21,0,32
5,10,5,178
3,3,24,1230
4,3,2,89
3,1,8,414
2,0,90,3397
4,6,12,422
5,6,1,25
6,15,0,43
6,10,1,7
7,9,0,0
8,13,0,1
7,11,0,4
6,6,0,4
4,2,1,21
6,4,0,1
5,4,0,5
-1,0,0,0
3,0,6,126
4,1,2,16
7,15,0,4
-2,0,0,0
3,2,0,15
4,0,0,4
6,3,0,3
5,1,0,2
8,16,0,0
1,1,0,0
6,7,0,0
7,7,0,0
2,3,0,0
5,3,0,1
2,2,0,0
0,1,0,0
5,7,0,0
-2,-1,0,0
4,4,0,0
5,5,0,2
7,3,0,0
6,2,0,0
0,-1,0,0
4,5,0,2
0,2,0,0
1,2,0,0
5,2,0,1
1,-1,0,0
0,-2,0,0
3,5,0,0
-1,-2,0,0
-4,-2,0,0
-3,-1,0,0
-3,0,0,0
