2,3,4,True,False
0,0,0,16759,2172360
1,0,0,862,53467
10,45,120,0,13
4,6,4,4,173
2,1,0,37,2248
3,3,1,18,491
3,1,0,2,115
2,0,0,36,1252
5,6,4,0,2
3,0,0,1,31
6,15,20,0,8
5,4,1,0,3
5,10,10,1,10
7,11,10,0,1
6,6,2,0,0
4,3,1,0,18
-1,0,0,0,0
4,2,0,0,1
1,1,0,0,0
0,1,0,0,0
-2,0,0,0,0
4,1,0,0,6
6,7,4,0,1
4,0,0,0,4
3,2,0,0,4
5,1,0,0,0
4,3,0,0,1
5,2,0,0,0
-2,-1,0,0,0
4,4,1,0,0
1,2,1,0,0
0,2,1,0,0
2,3,1,0,0
0,-1,0,0,0
6,4,1,0,0
2,2,1,0,0
5,3,1,0,0
2,2,0,0,0
3,2,1,0,0
2,1,1,0,0
-1,-1,0,0,0
-1,-2,0,0,0
1,2,0,0,0
