2,3,4,True,False
0,0,0,16793,2170501
1,0,0,870,54124
11,55,165,0,12
4,6,4,2,62
2,1,0,47,2658
3,1,0,5,152
2,0,0,32,1349
3,3,1,7,379
4,3,1,1,15
3,0,0,1,31
6,15,20,0,9
4,2,0,0,2
5,4,1,0,1
-1,0,0,0,0
1,1,0,0,0
0,1,0,0,0
-2,0,0,0,0
4,1,0,0,6
4,0,0,0,1
5,3,1,0,0
5,1,0,0,0
3,2,0,0,3
5,10,10,0,1
-1,-1,0,0,0
4,4,1,0,1
2,2,1,0,0
0,-1,0,0,0
6,2,0,0,1
1,2,1,0,0
-1,-2,0,0,0
1,-1,0,0,0
6,4,1,0,0
2,3,1,0,0
-2,-1,0,0,0
-4,-2,0,0,0
-3,-2,0,0,0
3,2,1,0,0
4,3,0,0,0
-3,0,0,0,0
-3,-1,0,0,0
6,3,0,0,0
5,2,0,0,0
-1,1,0,0,0
5,3,0,0,0
-5,-2,0,0,0
5,5,1,0,0
1,1,1,0,0
-4,0,0,0,0
