2,3,True,False
0,0,4445,1208255
1,0,1422,251344
11,55,5,587
10,45,5,726
12,66,12,916
13,78,8,677
12,55,1,70
13,66,3,117
2,1,158,28667
14,91,3,518
3,0,82,8520
6,15,13,2287
2,0,310,46702
7,21,11,2380
8,28,9,1244
3,3,36,6821
6,4,1,211
3,1,89,10354
14,78,3,70
9,36,3,1094
15,105,2,245
16,120,0,132
16,105,0,16
17,120,0,1
15,91,1,74
22,119,0,2
3,2,8,333
4,2,6,1045
23,133,0,4
24,141,0,0
4,3,22,2425
23,127,0,2
22,114,1,3
15,78,0,31
16,91,1,35
20,87,0,8
14,66,1,46
21,94,0,11
23,119,0,1
22,106,0,5
21,99,0,2
19,76,0,6
5,3,10,865
4,1,25,2834
22,112,0,2
5,2,10,552
23,126,1,3
8,21,3,129
4,0,19,2620
2,2,0,0
1,1,0,0
19,81,0,5
18,76,0,2
5,10,11,2728
17,72,1,0
4,6,16,4678
6,10,3,306
12,17,0,1
13,19,0,2
11,25,0,68
7,15,2,158
12,14,1,3
10,13,0,33
7,10,1,40
10,20,1,33
13,55,0,34
12,45,0,2
11,45,0,121
14,15,0,5
13,14,0,1
12,10,0,1
11,10,0,6
10,8,0,1
11,8,0,1
5,6,7,1028
10,21,0,85
12,12,0,1
13,13,1,0
11,12,0,0
9,11,0,0
8,11,1,13
12,30,0,3
-1,0,0,0
5,1,6,779
17,105,0,1
8,13,0,52
7,3,5,80
6,3,1,189
7,11,1,17
6,6,3,187
6,1,4,227
9,4,1,2
8,4,0,0
7,4,0,17
10,36,2,144
9,28,1,131
8,12,0,51
11,36,0,20
7,9,0,147
10,28,0,9
9,21,0,8
9,16,0,123
8,15,0,14
0,1,0,0
13,10,0,17
11,27,0,55
10,24,0,2
12,7,0,9
11,31,0,7
12,34,0,13
13,42,0,3
7,1,1,32
12,9,0,13
11,9,1,21
10,9,0,0
9,9,0,6
13,38,0,11
6,2,1,223
12,31,0,11
16,55,0,17
15,45,0,11
14,45,0,10
9,18,0,7
14,36,0,6
6,0,0,25
13,28,0,9
5,0,2,249
12,28,0,2
11,21,0,31
9,10,0,4
8,10,0,9
9,15,0,17
11,28,1,14
14,43,0,6
15,51,0,6
14,46,0,6
15,46,0,10
14,42,0,2
6,21,0,0
13,34,0,18
12,27,0,7
5,4,2,311
14,38,0,5
8,3,1,12
12,25,0,5
13,31,1,6
13,24,0,4
12,22,0,8
11,22,0,1
7,6,2,97
12,21,0,15
6,7,1,245
11,15,0,9
8,16,0,21
7,7,1,29
11,13,1,8
7,2,1,81
4,4,4,132
8,5,0,3
8,2,0,0
9,7,0,0
8,7,1,6
2,3,0,0
5,5,3,69
-2,0,0,0
7,5,0,26
4,7,0,0
-1,1,0,0
1,2,0,0
-2,-1,0,0
-3,-1,0,0
6,5,1,33
0,2,0,0
4,5,1,98
6,8,1,17
8,9,0,0
9,13,0,4
-1,-1,0,0
-3,-2,0,0
-4,-2,0,0
7,8,0,4
3,6,0,0
5,8,0,1
6,12,0,12
5,7,0,0
