2,3,4,True,False
0,0,0,16125,2142482
1,0,0,1062,67674
9,36,84,0,14
6,15,20,0,27
4,6,4,4,229
2,1,0,89,4193
3,3,1,13,906
4,3,1,1,46
5,6,4,1,9
3,1,0,8,251
2,0,0,59,2234
5,4,1,0,5
5,10,10,1,11
7,11,10,0,1
6,10,10,0,0
4,2,0,1,4
-1,0,0,0,0
4,1,0,0,10
3,0,0,2,78
6,6,2,0,0
5,3,1,0,2
1,1,0,0,0
-2,0,0,0,0
4,0,0,0,5
6,7,4,0,1
5,1,0,0,0
3,2,0,0,17
0,1,0,0,0
2,3,1,0,0
4,4,1,0,3
6,4,1,0,0
6,11,10,0,0
5,2,0,0,0
-2,-1,0,0,0
2,2,0,0,0
0,-1,0,0,0
4,5,2,1,2
1,2,1,0,0
2,2,1,0,0
-1,-1,0,0,0
6,3,0,0,0
2,-1,0,0,0
1,2,0,0,0
4,3,0,0,0
