2,3,4,True,False
0,0,0,15254,2102197
1,0,0,1267,86823
10,45,120,0,13
8,28,56,0,15
6,15,20,3,102
2,1,0,79,5481
5,10,10,4,185
4,6,4,18,737
3,3,1,30,1373
6,10,10,2,9
5,6,4,2,39
3,1,0,14,431
2,0,0,85,3674
9,18,21,0,1
4,3,1,2,95
7,9,5,0,2
6,7,4,0,6
6,6,2,0,2
5,4,1,1,7
4,2,0,0,18
-1,0,0,0,0
3,0,0,5,149
5,3,1,0,0
4,1,0,1,15
-2,0,0,0,0
1,1,0,0,0
3,2,0,0,26
5,2,0,0,2
4,0,0,0,6
7,11,10,0,1
0,1,0,0,0
5,1,0,0,1
2,2,0,0,0
2,3,1,0,0
0,-1,0,0,0
1,2,1,0,0
2,2,1,0,0
4,3,0,0,0
0,2,1,0,0
4,4,1,0,0
-1,-1,0,0,0
-2,-1,0,0,0
