2,3,True,False
0,0,13183,1988011
1,0,1745,133179
11,55,0,12
8,28,0,72
2,1,140,9953
6,15,9,191
5,10,12,541
6,10,2,37
4,6,23,1269
3,3,40,3522
4,3,8,279
7,21,2,75
8,21,0,5
9,28,0,3
7,15,2,7
5,6,2,100
2,0,174,8666
3,1,16,1164
8,16,0,2
7,11,0,5
8,13,0,2
7,9,0,5
6,4,0,5
6,6,1,19
5,4,2,45
6,7,0,11
-1,0,0,0
3,0,16,628
7,10,0,2
5,3,0,27
4,1,4,139
4,2,3,112
1,1,0,0
0,1,0,0
-2,0,0,0
7,7,0,1
5,2,0,8
5,1,0,5
7,6,0,4
8,9,0,1
4,0,1,28
5,0,0,0
3,2,0,61
6,3,0,1
4,4,0,1
2,2,0,0
4,5,0,4
2,3,0,0
1,3,0,0
0,-1,0,0
1,-1,0,0
0,2,0,0
-2,-1,0,0
3,4,0,0
