2,3,4,True,False
0,0,0,15146,2097016
1,0,0,1327,89655
11,55,165,0,12
9,36,84,0,14
7,21,35,0,17
6,15,20,0,26
2,1,0,89,5435
4,6,4,12,767
3,3,1,23,1362
4,3,1,5,91
5,6,4,1,32
2,0,0,87,3853
3,1,0,7,389
5,10,10,5,142
6,10,10,0,10
8,13,11,0,1
7,9,5,0,1
6,7,4,0,8
5,4,1,1,13
4,2,0,0,13
1,1,0,0,0
4,1,0,1,26
6,6,2,0,1
3,0,0,3,152
-1,0,0,0,0
3,2,0,1,20
4,0,0,0,7
7,11,10,0,0
0,1,0,0,0
6,4,1,0,0
5,1,0,0,2
2,3,1,0,0
-2,0,0,0,0
2,2,0,0,0
5,7,4,0,0
4,4,1,0,1
-1,-1,0,0,0
0,-1,0,0,0
2,2,1,0,0
5,3,1,0,0
5,2,0,0,1
6,5,1,0,0
-2,-1,0,0,0
4,3,0,0,1
1,2,1,0,0
6,3,0,0,0
5,3,0,0,0
-1,-2,0,0,0
-4,-2,0,0,0
3,3,0,0,0
6,2,0,0,0
