2,3,True,False
0,0,11386,1884613
1,0,2010,167338
11,55,0,24
10,45,0,13
9,36,0,28
2,1,194,13649
8,28,2,70
7,21,4,359
6,15,11,614
5,10,15,1043
6,10,4,99
7,15,3,29
2,0,248,14342
4,6,34,3152
5,6,2,341
8,21,2,10
3,0,29,1197
3,3,58,5000
4,3,10,586
10,21,0,4
9,18,0,5
9,16,0,9
8,13,0,7
8,12,0,4
7,11,0,10
8,16,0,7
6,7,1,34
3,1,32,2033
9,22,0,2
5,4,2,75
5,3,1,79
6,6,0,77
7,9,0,20
-1,0,0,0
4,1,7,163
7,10,0,9
8,15,0,2
10,22,0,5
8,11,1,4
9,13,0,2
10,18,0,3
11,24,0,2
3,2,4,92
1,1,0,0
0,1,0,0
6,4,1,12
5,2,1,13
2,2,0,0
10,28,0,3
9,21,0,1
-2,0,0,0
4,0,2,103
5,1,0,26
4,2,2,125
5,0,0,13
7,7,0,7
6,2,0,3
6,3,0,4
2,3,0,0
7,6,0,11
8,6,0,6
7,3,0,2
8,9,1,2
3,6,0,0
5,7,0,4
4,4,1,28
0,-1,0,0
1,-1,0,0
5,5,1,7
-2,-1,0,0
4,5,2,3
2,4,0,0
3,4,0,0
-1,-1,0,0
1,2,0,0
-1,1,0,0
2,-1,0,0
