2,3,True,False
0,0,14973,2085050
1,0,1395,94875
11,55,0,24
6,15,4,107
4,6,19,729
5,10,6,218
2,1,92,6252
3,3,27,1468
3,1,12,460
4,3,4,92
5,6,2,31
2,0,100,4324
7,21,0,17
3,0,9,161
5,4,0,12
4,2,2,22
6,7,0,2
7,9,0,0
6,6,0,4
8,12,0,1
-1,0,0,0
5,3,0,4
4,1,1,16
6,10,0,5
7,15,0,2
-2,0,0,0
1,1,0,0
4,0,0,20
0,1,0,0
3,2,0,20
7,10,0,0
5,1,0,3
4,4,0,7
2,2,0,0
-3,0,0,0
1,2,0,0
0,2,0,0
-3,-1,0,0
-5,-2,0,0
-6,-2,0,0
-4,-1,0,0
5,2,0,0
6,2,0,1
6,1,0,0
0,-1,0,0
2,3,0,0
-1,-1,0,0
6,4,0,0
-2,-1,0,0
-4,-2,0,0
-1,-2,0,0
6,3,0,0
-1,1,0,0
5,5,0,0
-4,0,0,0
