2,3,True,False
0,0,126868,19386236
1,0,35842,2496926
2,1,4909,284674
4,6,627,44479
1,1,0,0
3,3,1424,88102
2,0,7862,362839
6,15,263,17980
3,1,2199,83670
4,2,282,8017
4,3,525,20791
-1,0,0,0
5,10,477,29612
3,2,233,6094
6,12,13,150
2,3,0,0
-1,-1,0,0
-2,-1,0,0
4,4,95,2473
5,4,142,3916
5,7,38,719
4,5,37,780
4,1,672,20410
3,0,1678,57237
5,3,182,5125
0,-1,0,0
2,5,0,0
5,8,28,463
7,9,19,571
7,21,185,11676
8,16,21,543
6,6,86,2626
5,6,284,9270
5,5,33,591
5,14,0,0
0,1,0,0
2,2,0,0
6,9,21,314
-3,-3,0,0
-4,-3,0,0
9,16,12,360
6,13,14,154
11,55,34,1957
12,59,1,0
9,29,6,59
8,28,148,7714
2,7,0,0
9,28,37,1101
10,28,4,190
6,7,47,1566
5,9,16,214
7,15,95,2991
3,6,0,0
2,6,0,0
-3,-2,0,0
7,7,34,631
11,13,0,14
10,13,0,42
8,10,12,228
7,10,42,1032
3,8,0,0
4,8,0,0
7,11,31,919
8,11,24,349
6,11,29,407
3,5,0,0
5,1,201,4397
9,9,3,68
6,2,56,1042
6,10,145,5172
5,2,118,3360
82,3321,1,108
1,3,0,0
83,3321,0,1
1,2,0,0
4,9,0,0
35,595,7,266
36,595,1,10
40,605,1,0
8,14,7,55
7,5,21,225
33,594,0,0
34,595,0,0
38,598,0,1
37,596,0,2
19,171,3,164
18,171,0,0
22,174,0,0
20,171,0,6
-4,-2,0,0
21,172,0,1
-5,-2,0,0
1,-1,0,0
15,91,0,60
14,91,11,624
6,4,63,1485
6,5,19,411
17,92,0,0
5,15,0,0
13,91,0,0
17,97,0,1
16,92,1,5
10,45,37,1563
11,45,4,210
9,45,0,0
13,51,0,10
14,51,0,5
13,48,1,17
12,46,0,35
11,46,0,20
13,66,12,142
12,66,30,1335
11,66,0,0
15,72,0,0
13,67,0,13
14,69,0,2
-2,-2,0,0
-1,-2,0,0
14,67,2,30
14,66,2,20
15,69,0,6
10,36,27,722
12,39,2,45
9,36,115,5950
-2,0,0,0
11,36,3,126
11,37,10,130
8,13,15,352
4,0,333,9354
4,10,0,0
-3,0,0,0
8,36,0,0
13,42,3,33
10,37,1,46
3,9,0,0
6,1,42,954
7,1,16,185
12,37,2,47
12,55,4,229
10,55,0,0
14,56,0,14
13,55,2,33
2,-1,0,0
12,56,0,23
13,56,1,40
15,59,0,2
16,70,0,0
7,14,3,67
14,71,0,2
15,68,0,4
10,17,3,43
16,68,0,1
15,71,0,1
12,65,2,5
9,35,2,6
8,35,0,0
6,3,55,1314
-2,-3,0,0
17,94,0,1
9,12,6,107
16,91,0,9
15,92,0,3
16,94,0,0
8,22,3,117
5,19,0,0
7,20,3,28
7,13,14,173
3,14,0,0
16,65,0,6
13,58,0,10
6,17,0,0
4,11,0,0
9,23,3,32
5,13,0,0
14,58,0,10
17,65,0,0
5,11,0,0
11,20,1,24
3,4,0,0
1,-3,0,0
10,20,1,57
8,21,60,1836
8,17,2,66
7,3,15,341
9,22,9,289
9,21,9,380
7,17,5,102
10,22,7,117
8,20,3,33
12,31,3,60
10,24,2,105
11,39,1,30
12,38,0,10
10,39,1,7
9,31,1,17
10,29,11,189
11,30,1,27
8,12,8,213
10,31,2,21
11,29,3,69
2,8,0,0
12,30,1,37
12,34,1,25
11,31,2,66
12,32,1,5
8,5,10,121
0,-2,0,0
7,27,0,0
-3,-1,0,0
15,67,0,3
16,120,14,469
17,120,4,47
18,121,1,2
19,123,0,4
18,120,0,0
6,8,8,258
10,12,4,33
11,25,3,73
13,36,2,41
12,29,1,22
-1,2,0,0
13,31,1,20
10,33,2,19
9,24,1,36
17,105,0,6
-2,2,0,0
21,115,0,0
15,105,5,390
16,106,0,1
-4,-1,0,0
18,106,0,1
16,105,1,37
17,106,0,7
20,113,0,1
22,114,0,0
18,117,0,2
14,103,0,0
18,108,0,5
17,108,0,2
15,104,0,0
0,2,0,0
7,4,35,505
6,33,0,0
13,37,1,12
19,122,0,0
15,120,0,0
17,121,1,4
18,122,0,1
-1,-3,0,0
9,11,3,91
7,12,5,180
14,68,0,6
8,9,10,192
5,22,0,0
20,126,0,0
7,8,14,194
7,28,0,0
7,6,20,658
14,28,0,3
10,27,2,28
2,9,0,0
6,27,0,0
10,21,5,158
11,27,4,65
19,108,0,0
23,120,0,1
22,120,0,0
12,27,0,25
19,109,0,0
20,109,0,0
19,106,0,1
21,120,0,0
14,105,0,0
20,120,0,0
18,111,0,1
8,23,1,30
10,23,1,33
9,25,1,15
8,18,4,75
9,18,5,183
14,61,0,1
8,15,31,509
11,54,0,7
15,57,0,8
13,26,0,4
7,16,7,161
12,26,0,6
10,25,1,25
1,5,0,0
15,65,0,0
14,57,0,2
-1,1,0,0
9,30,3,29
11,28,1,45
10,30,2,22
4,15,0,0
13,34,0,20
13,38,2,27
5,12,0,0
5,33,0,0
3,7,0,0
0,-4,0,0
0,-3,0,0
10,14,2,25
