2,3,4,True,False
0,0,0,14042,2038653
1,0,0,1565,114269
10,45,120,0,13
9,36,84,0,42
2,1,0,123,8128
7,21,35,2,98
5,10,10,7,236
6,15,20,3,48
3,3,1,39,2998
4,3,1,5,224
4,6,4,10,865
5,6,4,4,42
3,1,0,18,824
2,0,0,157,6183
6,10,10,0,9
3,0,0,10,307
8,16,20,0,1
10,21,24,0,0
11,27,39,0,1
9,16,14,0,0
8,13,11,0,1
8,12,8,0,3
7,9,5,0,5
6,7,4,0,12
6,6,2,0,11
4,2,0,5,38
5,4,1,1,25
7,11,10,0,3
-1,0,0,0,0
4,1,0,3,55
5,3,1,1,13
8,21,35,0,3
1,1,0,0,0
4,0,0,3,12
3,2,0,3,28
4,3,0,1,2
-2,0,0,0,0
7,10,10,0,1
6,6,4,0,1
5,1,0,0,1
0,1,0,0,0
7,7,4,0,1
6,4,1,0,2
2,3,1,0,0
5,2,0,0,0
4,4,1,0,3
2,2,1,0,0
2,2,0,0,0
7,15,20,1,0
1,2,1,0,0
6,9,5,0,1
5,3,0,0,0
4,5,2,0,2
3,4,2,0,0
4,4,2,0,0
0,-1,0,0,0
1,-1,0,0,0
-1,-1,0,0,0
3,2,1,0,0
3,6,4,0,0
-1,-2,0,0,0
2,-1,0,0,0
1,1,1,0,0
0,2,1,0,0
-2,-1,0,0,0
0,-2,0,0,0
5,5,1,0,0
-2,-2,0,0,0
